% time	cellId	IMSI	RNTI	frame	sframe	scPrdStartFr	scPrdStartSf	resPscch	sizeTb	pscchRbLen	pscchStartRb	hopping	hoppingInfo	psschRbLen	psschStartRb	iTrp	mcs	l1GroupDstId	dropped
5402	0	1	1	541	7	541	1	126	6	1	15	0	255	10	36	0	16	255	0
5437	0	1	1	545	2	545	1	50	6	1	34	0	255	10	32	0	16	255	0
5437	0	2	2	545	2	545	1	162	6	1	48	0	255	10	27	0	16	255	0
5438	0	1	1	545	3	545	1	50	6	1	6	0	255	10	32	0	16	255	0
5438	0	2	2	545	3	545	1	162	6	1	20	0	255	10	27	0	16	255	0
5476	0	2	2	549	1	549	1	168	6	1	21	0	255	10	14	0	16	255	0
5477	0	2	2	549	2	549	1	168	6	1	49	0	255	10	14	0	16	255	0
5477	0	3	3	549	2	549	1	162	6	1	48	0	255	10	19	0	16	255	0
5478	0	3	3	549	3	549	1	162	6	1	20	0	255	10	19	0	16	255	0
5479	0	1	1	549	4	549	1	19	6	1	2	0	255	10	22	0	16	255	0
5482	0	1	1	549	7	549	1	19	6	1	30	0	255	10	22	0	16	255	0
5516	0	2	2	553	1	553	1	120	6	1	15	0	255	10	21	0	16	255	0
5518	0	1	1	553	3	553	1	90	6	1	11	0	255	10	28	0	16	255	0
5518	0	2	2	553	3	553	1	120	6	1	43	0	255	10	21	0	16	255	0
5518	0	3	3	553	3	553	1	107	6	1	41	0	255	10	21	0	16	255	0
5519	0	3	3	553	4	553	1	107	6	1	13	0	255	10	21	0	16	255	0
5523	0	1	1	553	8	553	1	90	6	1	39	0	255	10	28	0	16	255	0
5556	0	2	2	557	1	557	1	152	6	1	19	0	255	10	20	0	16	255	0
5557	0	3	3	557	2	557	1	99	6	1	40	0	255	10	12	0	16	255	0
5559	0	1	1	557	4	557	1	157	6	1	47	0	255	10	22	0	16	255	0
5559	0	3	3	557	4	557	1	99	6	1	12	0	255	10	12	0	16	255	0
5561	0	1	1	557	6	557	1	157	6	1	19	0	255	10	22	0	16	255	0
5562	0	2	2	557	7	557	1	152	6	1	47	0	255	10	20	0	16	255	0
5596	0	1	1	561	1	561	1	84	6	1	38	0	255	10	10	0	16	255	0
5600	0	1	1	561	5	561	1	84	6	1	10	0	255	10	10	0	16	255	0
5602	0	2	2	561	7	561	1	174	6	1	21	0	255	10	9	0	16	255	0
5603	0	2	2	561	8	561	1	174	6	1	49	0	255	10	9	0	16	255	0
5636	0	1	1	565	1	565	1	96	6	1	12	0	255	10	32	0	16	255	0
5639	0	2	2	565	4	565	1	75	6	1	9	0	255	10	23	0	16	255	0
5642	0	1	1	565	7	565	1	96	6	1	40	0	255	10	32	0	16	255	0
5642	0	2	2	565	7	565	1	75	6	1	37	0	255	10	23	0	16	255	0
5676	0	1	1	569	1	569	1	96	6	1	12	0	255	10	26	0	16	255	0
5676	0	2	2	569	1	569	1	105	6	1	41	0	255	10	6	0	16	255	0
5677	0	2	2	569	2	569	1	105	6	1	13	0	255	10	6	0	16	255	0
5682	0	1	1	569	7	569	1	96	6	1	40	0	255	10	26	0	16	255	0
5718	0	2	2	573	3	573	1	30	6	1	31	0	255	10	39	0	16	255	0
5721	0	1	1	573	6	573	1	159	6	1	47	0	255	10	13	0	16	255	0
5722	0	2	2	573	7	573	1	30	6	1	3	0	255	10	39	0	16	255	0
5723	0	1	1	573	8	573	1	159	6	1	19	0	255	10	13	0	16	255	0
5756	0	1	1	577	1	577	1	119	6	1	42	0	255	10	18	0	16	255	0
5757	0	2	2	577	2	577	1	141	6	1	45	0	255	10	7	0	16	255	0
5761	0	2	2	577	6	577	1	141	6	1	17	0	255	10	7	0	16	255	0
5763	0	1	1	577	8	577	1	119	6	1	14	0	255	10	18	0	16	255	0
5797	0	2	2	581	2	581	1	17	6	1	2	0	255	10	13	0	16	255	0
5800	0	1	1	581	5	581	1	124	6	1	15	0	255	10	10	0	16	255	0
5800	0	2	2	581	5	581	1	17	6	1	30	0	255	10	13	0	16	255	0
5802	0	1	1	581	7	581	1	124	6	1	43	0	255	10	10	0	16	255	0
5836	0	3	3	585	1	585	1	152	6	1	19	0	255	10	26	0	16	255	0
5837	0	1	1	585	2	585	1	162	6	1	48	0	255	10	33	0	16	255	0
5838	0	1	1	585	3	585	1	162	6	1	20	0	255	10	33	0	16	255	0
5839	0	2	2	585	4	585	1	52	6	1	34	0	255	10	40	0	16	255	0
5840	0	2	2	585	5	585	1	52	6	1	6	0	255	10	40	0	16	255	0
5842	0	3	3	585	7	585	1	152	6	1	47	0	255	10	26	0	16	255	0
5877	0	2	2	589	2	589	1	148	6	1	46	0	255	10	40	0	16	255	0
5878	0	1	1	589	3	589	1	130	6	1	16	0	255	10	31	0	16	255	0
5880	0	2	2	589	5	589	1	148	6	1	18	0	255	10	40	0	16	255	0
5880	0	3	3	589	5	589	1	39	6	1	32	0	255	10	36	0	16	255	0
5881	0	1	1	589	6	589	1	130	6	1	44	0	255	10	31	0	16	255	0
5883	0	3	3	589	8	589	1	39	6	1	4	0	255	10	36	0	16	255	0
5916	0	2	2	593	1	593	1	133	6	1	44	0	255	10	2	0	16	255	0
5917	0	3	3	593	2	593	1	43	6	1	33	0	255	10	2	0	16	255	0
5919	0	1	1	593	4	593	1	94	6	1	39	0	255	10	38	0	16	255	0
5919	0	3	3	593	4	593	1	43	6	1	5	0	255	10	2	0	16	255	0
5921	0	2	2	593	6	593	1	133	6	1	16	0	255	10	2	0	16	255	0
5922	0	1	1	593	7	593	1	94	6	1	11	0	255	10	38	0	16	255	0
5959	0	3	3	597	4	597	1	123	6	1	15	0	255	10	16	0	16	255	0
5960	0	1	1	597	5	597	1	46	6	1	33	0	255	10	16	0	16	255	0
5960	0	2	2	597	5	597	1	132	6	1	16	0	255	10	20	0	16	255	0
5961	0	3	3	597	6	597	1	123	6	1	43	0	255	10	16	0	16	255	0
5962	0	1	1	597	7	597	1	46	6	1	5	0	255	10	16	0	16	255	0
5963	0	2	2	597	8	597	1	132	6	1	44	0	255	10	20	0	16	255	0
5996	0	1	1	601	1	601	1	8	6	1	1	0	255	10	17	0	16	255	0
5997	0	2	2	601	2	601	1	97	6	1	12	0	255	10	17	0	16	255	0
5998	0	1	1	601	3	601	1	8	6	1	29	0	255	10	17	0	16	255	0
5999	0	3	3	601	4	601	1	171	6	1	21	0	255	10	12	0	16	255	0
6000	0	3	3	601	5	601	1	171	6	1	49	0	255	10	12	0	16	255	0
6003	0	2	2	601	8	601	1	97	6	1	40	0	255	10	17	0	16	255	0
6036	0	1	1	605	1	605	1	16	6	1	2	0	255	10	35	0	16	255	0
6036	0	2	2	605	1	605	1	119	6	1	42	0	255	10	12	0	16	255	0
6038	0	3	3	605	3	605	1	100	6	1	40	0	255	10	4	0	16	255	0
6039	0	1	1	605	4	605	1	16	6	1	30	0	255	10	35	0	16	255	0
6040	0	3	3	605	5	605	1	100	6	1	12	0	255	10	4	0	16	255	0
6043	0	2	2	605	8	605	1	119	6	1	14	0	255	10	12	0	16	255	0
6076	0	1	1	609	1	609	1	77	6	1	37	0	255	10	7	0	16	255	0
6076	0	2	2	609	1	609	1	64	6	1	8	0	255	10	3	0	16	255	0
6078	0	2	2	609	3	609	1	64	6	1	36	0	255	10	3	0	16	255	0
6081	0	1	1	609	6	609	1	77	6	1	9	0	255	10	7	0	16	255	0
6116	0	1	1	613	1	613	1	144	6	1	18	0	255	10	21	0	16	255	0
6117	0	2	2	613	2	613	1	134	6	1	44	0	255	10	16	0	16	255	0
6121	0	1	1	613	6	613	1	144	6	1	46	0	255	10	21	0	16	255	0
6122	0	2	2	613	7	613	1	134	6	1	16	0	255	10	16	0	16	255	0
6158	0	1	1	617	3	617	1	44	6	1	33	0	255	10	23	0	16	255	0
6159	0	2	2	617	4	617	1	164	6	1	48	0	255	10	5	0	16	255	0
6160	0	1	1	617	5	617	1	44	6	1	5	0	255	10	23	0	16	255	0
6160	0	2	2	617	5	617	1	164	6	1	20	0	255	10	5	0	16	255	0
6198	0	1	1	621	3	621	1	142	6	1	45	0	255	10	30	0	16	255	0
6199	0	2	2	621	4	621	1	52	6	1	34	0	255	10	23	0	16	255	0
6200	0	2	2	621	5	621	1	52	6	1	6	0	255	10	23	0	16	255	0
6202	0	1	1	621	7	621	1	142	6	1	17	0	255	10	30	0	16	255	0
6236	0	2	2	625	1	625	1	24	6	1	3	0	255	10	36	0	16	255	0
6240	0	1	1	625	5	625	1	109	6	1	41	0	255	10	3	0	16	255	0
6240	0	2	2	625	5	625	1	24	6	1	31	0	255	10	36	0	16	255	0
6241	0	1	1	625	6	625	1	109	6	1	13	0	255	10	3	0	16	255	0
6279	0	1	1	629	4	629	1	52	6	1	34	0	255	10	7	0	16	255	0
6280	0	1	1	629	5	629	1	52	6	1	6	0	255	10	7	0	16	255	0
6281	0	2	2	629	6	629	1	166	6	1	48	0	255	10	20	0	16	255	0
6282	0	2	2	629	7	629	1	166	6	1	20	0	255	10	20	0	16	255	0
6316	0	1	1	633	1	633	1	24	6	1	3	0	255	10	28	0	16	255	0
6317	0	3	3	633	2	633	1	134	6	1	44	0	255	10	34	0	16	255	0
6319	0	2	2	633	4	633	1	19	6	1	2	0	255	10	38	0	16	255	0
6320	0	1	1	633	5	633	1	24	6	1	31	0	255	10	28	0	16	255	0
6322	0	2	2	633	7	633	1	19	6	1	30	0	255	10	38	0	16	255	0
6322	0	3	3	633	7	633	1	134	6	1	16	0	255	10	34	0	16	255	0
6356	0	1	1	637	1	637	1	144	6	1	18	0	255	10	7	0	16	255	0
6359	0	3	3	637	4	637	1	94	6	1	39	0	255	10	31	0	16	255	0
6360	0	2	2	637	5	637	1	109	6	1	41	0	255	10	7	0	16	255	0
6361	0	1	1	637	6	637	1	144	6	1	46	0	255	10	7	0	16	255	0
6361	0	2	2	637	6	637	1	109	6	1	13	0	255	10	7	0	16	255	0
6362	0	3	3	637	7	637	1	94	6	1	11	0	255	10	31	0	16	255	0
6398	0	1	1	641	3	641	1	149	6	1	46	0	255	10	10	0	16	255	0
6398	0	2	2	641	3	641	1	135	6	1	44	0	255	10	4	0	16	255	0
6401	0	1	1	641	6	641	1	149	6	1	18	0	255	10	10	0	16	255	0
6402	0	3	3	641	7	641	1	174	6	1	21	0	255	10	2	0	16	255	0
6403	0	2	2	641	8	641	1	135	6	1	16	0	255	10	4	0	16	255	0
6403	0	3	3	641	8	641	1	174	6	1	49	0	255	10	2	0	16	255	0
6436	0	1	1	645	1	645	1	8	6	1	1	0	255	10	9	0	16	255	0
6437	0	3	3	645	2	645	1	57	6	1	7	0	255	10	11	0	16	255	0
6438	0	1	1	645	3	645	1	8	6	1	29	0	255	10	9	0	16	255	0
6438	0	3	3	645	3	645	1	57	6	1	35	0	255	10	11	0	16	255	0
6439	0	2	2	645	4	645	1	87	6	1	38	0	255	10	22	0	16	255	0
6443	0	2	2	645	8	645	1	87	6	1	10	0	255	10	22	0	16	255	0
6476	0	1	1	649	1	649	1	35	6	1	32	0	255	10	2	0	16	255	0
6476	0	2	2	649	1	649	1	32	6	1	4	0	255	10	16	0	16	255	0
6479	0	1	1	649	4	649	1	35	6	1	4	0	255	10	2	0	16	255	0
6479	0	3	3	649	4	649	1	150	6	1	46	0	255	10	14	0	16	255	0
6481	0	2	2	649	6	649	1	32	6	1	32	0	255	10	16	0	16	255	0
6482	0	3	3	649	7	649	1	150	6	1	18	0	255	10	14	0	16	255	0
6516	0	3	3	653	1	653	1	0	6	1	0	0	255	10	18	0	16	255	0
6516	0	5	5	653	1	653	1	160	6	1	20	0	255	10	23	0	16	255	0
6517	0	1	1	653	2	653	1	97	6	1	12	0	255	10	37	0	16	255	0
6517	0	3	3	653	2	653	1	0	6	1	28	0	255	10	18	0	16	255	0
6519	0	2	2	653	4	653	1	19	6	1	2	0	255	10	29	0	16	255	0
6522	0	2	2	653	7	653	1	19	6	1	30	0	255	10	29	0	16	255	0
6523	0	1	1	653	8	653	1	97	6	1	40	0	255	10	37	0	16	255	0
6523	0	5	5	653	8	653	1	160	6	1	48	0	255	10	23	0	16	255	0
6556	0	1	1	657	1	657	1	126	6	1	43	0	255	10	35	0	16	255	0
6559	0	2	2	657	4	657	1	157	6	1	47	0	255	10	13	0	16	255	0
6561	0	2	2	657	6	657	1	157	6	1	19	0	255	10	13	0	16	255	0
6562	0	1	1	657	7	657	1	126	6	1	15	0	255	10	35	0	16	255	0
6597	0	1	1	661	2	661	1	113	6	1	14	0	255	10	17	0	16	255	0
6598	0	1	1	661	3	661	1	113	6	1	42	0	255	10	17	0	16	255	0
6598	0	2	2	661	3	661	1	18	6	1	2	0	255	10	7	0	16	255	0
6601	0	2	2	661	6	661	1	18	6	1	30	0	255	10	7	0	16	255	0
6636	0	1	1	665	1	665	1	63	6	1	35	0	255	10	40	0	16	255	0
6637	0	2	2	665	2	665	1	50	6	1	34	0	255	10	18	0	16	255	0
6638	0	2	2	665	3	665	1	50	6	1	6	0	255	10	18	0	16	255	0
6643	0	1	1	665	8	665	1	63	6	1	7	0	255	10	40	0	16	255	0
6677	0	1	1	669	2	669	1	89	6	1	11	0	255	10	0	0	16	255	0
6678	0	2	2	669	3	669	1	142	6	1	45	0	255	10	2	0	16	255	0
6682	0	1	1	669	7	669	1	89	6	1	39	0	255	10	0	0	16	255	0
6682	0	2	2	669	7	669	1	142	6	1	17	0	255	10	2	0	16	255	0
6716	0	1	1	673	1	673	1	105	6	1	41	0	255	10	8	0	16	255	0
6717	0	1	1	673	2	673	1	105	6	1	13	0	255	10	8	0	16	255	0
6717	0	3	3	673	2	673	1	129	6	1	16	0	255	10	8	0	16	255	0
6718	0	2	2	673	3	673	1	66	6	1	8	0	255	10	8	0	16	255	0
6720	0	2	2	673	5	673	1	66	6	1	36	0	255	10	8	0	16	255	0
6720	0	3	3	673	5	673	1	129	6	1	44	0	255	10	8	0	16	255	0
6756	0	3	3	677	1	677	1	8	6	1	1	0	255	10	24	0	16	255	0
6758	0	2	2	677	3	677	1	79	6	1	37	0	255	10	5	0	16	255	0
6758	0	3	3	677	3	677	1	8	6	1	29	0	255	10	24	0	16	255	0
6760	0	1	1	677	5	677	1	124	6	1	15	0	255	10	24	0	16	255	0
6762	0	1	1	677	7	677	1	124	6	1	43	0	255	10	24	0	16	255	0
6763	0	2	2	677	8	677	1	79	6	1	9	0	255	10	5	0	16	255	0
6797	0	1	1	681	2	681	1	36	6	1	32	0	255	10	12	0	16	255	0
6798	0	2	2	681	3	681	1	30	6	1	31	0	255	10	5	0	16	255	0
6798	0	3	3	681	3	681	1	34	6	1	4	0	255	10	40	0	16	255	0
6800	0	1	1	681	5	681	1	36	6	1	4	0	255	10	12	0	16	255	0
6802	0	2	2	681	7	681	1	30	6	1	3	0	255	10	5	0	16	255	0
6803	0	3	3	681	8	681	1	34	6	1	32	0	255	10	40	0	16	255	0
6837	0	2	2	685	2	685	1	137	6	1	17	0	255	10	38	0	16	255	0
6838	0	3	3	685	3	685	1	142	6	1	45	0	255	10	1	0	16	255	0
6841	0	2	2	685	6	685	1	137	6	1	45	0	255	10	38	0	16	255	0
6842	0	1	1	685	7	685	1	118	6	1	14	0	255	10	20	0	16	255	0
6842	0	3	3	685	7	685	1	142	6	1	17	0	255	10	1	0	16	255	0
6843	0	1	1	685	8	685	1	118	6	1	42	0	255	10	20	0	16	255	0
6876	0	1	1	689	1	689	1	96	6	1	12	0	255	10	26	0	16	255	0
6876	0	3	3	689	1	689	1	42	6	1	33	0	255	10	20	0	16	255	0
6878	0	2	2	689	3	689	1	10	6	1	1	0	255	10	15	0	16	255	0
6878	0	3	3	689	3	689	1	42	6	1	5	0	255	10	20	0	16	255	0
6880	0	2	2	689	5	689	1	10	6	1	29	0	255	10	15	0	16	255	0
6882	0	1	1	689	7	689	1	96	6	1	40	0	255	10	26	0	16	255	0
6918	0	1	1	693	3	693	1	66	6	1	8	0	255	10	40	0	16	255	0
6919	0	2	2	693	4	693	1	115	6	1	14	0	255	10	25	0	16	255	0
6920	0	1	1	693	5	693	1	66	6	1	36	0	255	10	40	0	16	255	0
6920	0	2	2	693	5	693	1	115	6	1	42	0	255	10	25	0	16	255	0
6921	0	3	3	693	6	693	1	13	6	1	1	0	255	10	14	0	16	255	0
6923	0	3	3	693	8	693	1	13	6	1	29	0	255	10	14	0	16	255	0
6957	0	1	1	697	2	697	1	22	6	1	30	0	255	10	33	0	16	255	0
6958	0	2	2	697	3	697	1	30	6	1	31	0	255	10	28	0	16	255	0
6958	0	5	5	697	3	697	1	100	6	1	40	0	255	10	39	0	16	255	0
6959	0	4	4	697	4	697	1	94	6	1	39	0	255	10	37	0	16	255	0
6960	0	5	5	697	5	697	1	100	6	1	12	0	255	10	39	0	16	255	0
6962	0	1	1	697	7	697	1	22	6	1	2	0	255	10	33	0	16	255	0
6962	0	2	2	697	7	697	1	30	6	1	3	0	255	10	28	0	16	255	0
6962	0	4	4	697	7	697	1	94	6	1	11	0	255	10	37	0	16	255	0
6996	0	1	1	701	1	701	1	133	6	1	44	0	255	10	5	0	16	255	0
6998	0	5	5	701	3	701	1	93	6	1	39	0	255	10	1	0	16	255	0
7000	0	2	2	701	5	701	1	60	6	1	7	0	255	10	39	0	16	255	0
7001	0	1	1	701	6	701	1	133	6	1	16	0	255	10	5	0	16	255	0
7001	0	2	2	701	6	701	1	60	6	1	35	0	255	10	39	0	16	255	0
7001	0	5	5	701	6	701	1	93	6	1	11	0	255	10	1	0	16	255	0
7036	0	2	2	705	1	705	1	160	6	1	20	0	255	10	4	0	16	255	0
7037	0	1	1	705	2	705	1	113	6	1	14	0	255	10	22	0	16	255	0
7038	0	1	1	705	3	705	1	113	6	1	42	0	255	10	22	0	16	255	0
7043	0	2	2	705	8	705	1	160	6	1	48	0	255	10	4	0	16	255	0
7077	0	1	1	709	2	709	1	81	6	1	10	0	255	10	22	0	16	255	0
7078	0	5	5	709	3	709	1	170	6	1	21	0	255	10	11	0	16	255	0
7079	0	2	2	709	4	709	1	83	6	1	10	0	255	10	28	0	16	255	0
7079	0	5	5	709	4	709	1	170	6	1	49	0	255	10	11	0	16	255	0
7081	0	1	1	709	6	709	1	81	6	1	38	0	255	10	22	0	16	255	0
7083	0	2	2	709	8	709	1	83	6	1	38	0	255	10	28	0	16	255	0
7116	0	2	2	713	1	713	1	140	6	1	45	0	255	10	24	0	16	255	0
7119	0	1	1	713	4	713	1	123	6	1	15	0	255	10	37	0	16	255	0
7120	0	2	2	713	5	713	1	140	6	1	17	0	255	10	24	0	16	255	0
7121	0	1	1	713	6	713	1	123	6	1	43	0	255	10	37	0	16	255	0
7156	0	3	3	717	1	717	1	91	6	1	39	0	255	10	24	0	16	255	0
7159	0	1	1	717	4	717	1	59	6	1	7	0	255	10	13	0	16	255	0
7159	0	2	2	717	4	717	1	87	6	1	38	0	255	10	35	0	16	255	0
7159	0	3	3	717	4	717	1	91	6	1	11	0	255	10	24	0	16	255	0
7160	0	1	1	717	5	717	1	59	6	1	35	0	255	10	13	0	16	255	0
7163	0	2	2	717	8	717	1	87	6	1	10	0	255	10	35	0	16	255	0
7197	0	1	1	721	2	721	1	89	6	1	11	0	255	10	24	0	16	255	0
7197	0	2	2	721	2	721	1	57	6	1	7	0	255	10	12	0	16	255	0
7198	0	2	2	721	3	721	1	57	6	1	35	0	255	10	12	0	16	255	0
7198	0	3	3	721	3	721	1	66	6	1	8	0	255	10	26	0	16	255	0
7200	0	3	3	721	5	721	1	66	6	1	36	0	255	10	26	0	16	255	0
7200	0	4	4	721	5	721	1	116	6	1	14	0	255	10	17	0	16	255	0
7201	0	4	4	721	6	721	1	116	6	1	42	0	255	10	17	0	16	255	0
7202	0	1	1	721	7	721	1	89	6	1	39	0	255	10	24	0	16	255	0
7236	0	1	1	725	1	725	1	16	6	1	2	0	255	10	2	0	16	255	0
7238	0	2	2	725	3	725	1	130	6	1	16	0	255	10	32	0	16	255	0
7239	0	1	1	725	4	725	1	16	6	1	30	0	255	10	2	0	16	255	0
7239	0	3	3	725	4	725	1	27	6	1	3	0	255	10	14	0	16	255	0
7241	0	2	2	725	6	725	1	130	6	1	44	0	255	10	32	0	16	255	0
7243	0	3	3	725	8	725	1	27	6	1	31	0	255	10	14	0	16	255	0
7277	0	3	3	729	2	729	1	121	6	1	15	0	255	10	17	0	16	255	0
7279	0	1	1	729	4	729	1	75	6	1	9	0	255	10	8	0	16	255	0
7279	0	2	2	729	4	729	1	59	6	1	7	0	255	10	23	0	16	255	0
7279	0	3	3	729	4	729	1	121	6	1	43	0	255	10	17	0	16	255	0
7280	0	2	2	729	5	729	1	59	6	1	35	0	255	10	23	0	16	255	0
7282	0	1	1	729	7	729	1	75	6	1	37	0	255	10	8	0	16	255	0
7319	0	2	2	733	4	733	1	19	6	1	2	0	255	10	26	0	16	255	0
7320	0	1	1	733	5	733	1	76	6	1	9	0	255	10	30	0	16	255	0
7320	0	3	3	733	5	733	1	124	6	1	15	0	255	10	15	0	16	255	0
7322	0	2	2	733	7	733	1	19	6	1	30	0	255	10	26	0	16	255	0
7322	0	3	3	733	7	733	1	124	6	1	43	0	255	10	15	0	16	255	0
7323	0	1	1	733	8	733	1	76	6	1	37	0	255	10	30	0	16	255	0
7359	0	2	2	737	4	737	1	139	6	1	17	0	255	10	1	0	16	255	0
7361	0	1	1	737	6	737	1	54	6	1	34	0	255	10	14	0	16	255	0
7362	0	1	1	737	7	737	1	54	6	1	6	0	255	10	14	0	16	255	0
7363	0	2	2	737	8	737	1	139	6	1	45	0	255	10	1	0	16	255	0
7398	0	2	2	741	3	741	1	149	6	1	46	0	255	10	7	0	16	255	0
7399	0	1	1	741	4	741	1	171	6	1	21	0	255	10	36	0	16	255	0
7400	0	1	1	741	5	741	1	171	6	1	49	0	255	10	36	0	16	255	0
7400	0	5	5	741	5	741	1	132	6	1	16	0	255	10	4	0	16	255	0
7401	0	2	2	741	6	741	1	149	6	1	18	0	255	10	7	0	16	255	0
7403	0	5	5	741	8	741	1	132	6	1	44	0	255	10	4	0	16	255	0
7440	0	2	2	745	5	745	1	132	6	1	16	0	255	10	15	0	16	255	0
7442	0	1	1	745	7	745	1	118	6	1	14	0	255	10	37	0	16	255	0
7443	0	1	1	745	8	745	1	118	6	1	42	0	255	10	37	0	16	255	0
7443	0	2	2	745	8	745	1	132	6	1	44	0	255	10	15	0	16	255	0
7476	0	2	2	749	1	749	1	72	6	1	9	0	255	10	19	0	16	255	0
7477	0	1	1	749	2	749	1	127	6	1	43	0	255	10	22	0	16	255	0
7479	0	2	2	749	4	749	1	72	6	1	37	0	255	10	19	0	16	255	0
7480	0	5	5	749	5	749	1	102	6	1	40	0	255	10	11	0	16	255	0
7482	0	5	5	749	7	749	1	102	6	1	12	0	255	10	11	0	16	255	0
7483	0	1	1	749	8	749	1	127	6	1	15	0	255	10	22	0	16	255	0
7516	0	1	1	753	1	753	1	64	6	1	8	0	255	10	18	0	16	255	0
7516	0	2	2	753	1	753	1	80	6	1	10	0	255	10	37	0	16	255	0
7516	0	3	3	753	1	753	1	161	6	1	48	0	255	10	22	0	16	255	0
7517	0	3	3	753	2	753	1	161	6	1	20	0	255	10	22	0	16	255	0
7518	0	1	1	753	3	753	1	64	6	1	36	0	255	10	18	0	16	255	0
7520	0	2	2	753	5	753	1	80	6	1	38	0	255	10	37	0	16	255	0
7556	0	3	3	757	1	757	1	98	6	1	40	0	255	10	38	0	16	255	0
7558	0	3	3	757	3	757	1	98	6	1	12	0	255	10	38	0	16	255	0
7559	0	1	1	757	4	757	1	59	6	1	7	0	255	10	3	0	16	255	0
7560	0	1	1	757	5	757	1	59	6	1	35	0	255	10	3	0	16	255	0
7560	0	2	2	757	5	757	1	4	6	1	0	0	255	10	24	0	16	255	0
7561	0	2	2	757	6	757	1	4	6	1	28	0	255	10	24	0	16	255	0
7597	0	2	2	761	2	761	1	89	6	1	11	0	255	10	29	0	16	255	0
7598	0	1	1	761	3	761	1	18	6	1	2	0	255	10	18	0	16	255	0
7598	0	3	3	761	3	761	1	135	6	1	44	0	255	10	9	0	16	255	0
7601	0	1	1	761	6	761	1	18	6	1	30	0	255	10	18	0	16	255	0
7602	0	2	2	761	7	761	1	89	6	1	39	0	255	10	29	0	16	255	0
7603	0	3	3	761	8	761	1	135	6	1	16	0	255	10	9	0	16	255	0
7636	0	2	2	765	1	765	1	16	6	1	2	0	255	10	30	0	16	255	0
7636	0	3	3	765	1	765	1	144	6	1	18	0	255	10	8	0	16	255	0
7639	0	1	1	765	4	765	1	75	6	1	9	0	255	10	16	0	16	255	0
7639	0	2	2	765	4	765	1	16	6	1	30	0	255	10	30	0	16	255	0
7641	0	3	3	765	6	765	1	144	6	1	46	0	255	10	8	0	16	255	0
7642	0	1	1	765	7	765	1	75	6	1	37	0	255	10	16	0	16	255	0
7677	0	1	1	769	2	769	1	155	6	1	47	0	255	10	14	0	16	255	0
7678	0	2	2	769	3	769	1	66	6	1	8	0	255	10	19	0	16	255	0
7678	0	3	3	769	3	769	1	122	6	1	15	0	255	10	20	0	16	255	0
7679	0	1	1	769	4	769	1	155	6	1	19	0	255	10	14	0	16	255	0
7680	0	2	2	769	5	769	1	66	6	1	36	0	255	10	19	0	16	255	0
7680	0	3	3	769	5	769	1	122	6	1	43	0	255	10	20	0	16	255	0
7716	0	2	2	773	1	773	1	24	6	1	3	0	255	10	18	0	16	255	0
7719	0	1	1	773	4	773	1	45	6	1	33	0	255	10	23	0	16	255	0
7719	0	5	5	773	4	773	1	38	6	1	32	0	255	10	10	0	16	255	0
7720	0	2	2	773	5	773	1	24	6	1	31	0	255	10	18	0	16	255	0
7721	0	1	1	773	6	773	1	45	6	1	5	0	255	10	23	0	16	255	0
7722	0	5	5	773	7	773	1	38	6	1	4	0	255	10	10	0	16	255	0
7757	0	1	1	777	2	777	1	57	6	1	7	0	255	10	8	0	16	255	0
7758	0	1	1	777	3	777	1	57	6	1	35	0	255	10	8	0	16	255	0
7759	0	2	2	777	4	777	1	157	6	1	47	0	255	10	10	0	16	255	0
7761	0	2	2	777	6	777	1	157	6	1	19	0	255	10	10	0	16	255	0
7796	0	2	2	781	1	781	1	128	6	1	16	0	255	10	22	0	16	255	0
7798	0	1	1	781	3	781	1	10	6	1	1	0	255	10	26	0	16	255	0
7799	0	2	2	781	4	781	1	128	6	1	44	0	255	10	22	0	16	255	0
7800	0	1	1	781	5	781	1	10	6	1	29	0	255	10	26	0	16	255	0
7837	0	1	1	785	2	785	1	33	6	1	4	0	255	10	16	0	16	255	0
7838	0	2	2	785	3	785	1	30	6	1	31	0	255	10	32	0	16	255	0
7842	0	1	1	785	7	785	1	33	6	1	32	0	255	10	16	0	16	255	0
7842	0	2	2	785	7	785	1	30	6	1	3	0	255	10	32	0	16	255	0
7876	0	1	1	789	1	789	1	28	6	1	31	0	255	10	29	0	16	255	0
7877	0	2	2	789	2	789	1	9	6	1	1	0	255	10	25	0	16	255	0
7879	0	2	2	789	4	789	1	9	6	1	29	0	255	10	25	0	16	255	0
7880	0	1	1	789	5	789	1	28	6	1	3	0	255	10	29	0	16	255	0
7917	0	2	2	793	2	793	1	65	6	1	8	0	255	10	18	0	16	255	0
7919	0	2	2	793	4	793	1	65	6	1	36	0	255	10	18	0	16	255	0
7922	0	1	1	793	7	793	1	174	6	1	21	0	255	10	34	0	16	255	0
7923	0	1	1	793	8	793	1	174	6	1	49	0	255	10	34	0	16	255	0
7957	0	2	2	797	2	797	1	78	6	1	37	0	255	10	35	0	16	255	0
7958	0	1	1	797	3	797	1	18	6	1	2	0	255	10	28	0	16	255	0
7961	0	1	1	797	6	797	1	18	6	1	30	0	255	10	28	0	16	255	0
7962	0	2	2	797	7	797	1	78	6	1	9	0	255	10	35	0	16	255	0
7996	0	1	1	801	1	801	1	80	6	1	10	0	255	10	12	0	16	255	0
